NGS_WOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
425,4.74E-251,1.56E-117,7.92E-183,1.37E-121,28.16410355,0.2,8.93E-05,-8640.715794,0,4.44E-16,0,0.754477943,0.819597958,11.37922603,0.000478321,-1.009926371,0.39832505,13.30128612,-3.78760886,-3.173060712,-5.852264383,-6.025725721,-6.256015103
426,4.74E-251,1.45E-117,7.92E-183,1.89E-122,28.16410355,0.2,8.93E-05,-8640.715794,0,4.44E-16,0,0.75447784,0.819597958,11.37922603,0.000478321,-1.009926371,0.39832505,13.30128612,-3.78762312,-3.173060712,-5.852264383,-6.025725721,-6.256015106
427,4.74E-251,9.68E-118,4.28E-183,1.25E-122,28.16410354,0.2,8.93E-05,-8640.715794,0,4.44E-16,0,0.75447784,0.819597958,11.37922603,0.000478321,-1.009926371,0.398324987,13.30128612,-3.78762312,-3.173060712,-5.852264383,-6.025725721,-6.256015106
428,1.93E-251,2.00E-118,1.98E-184,1.24E-122,28.16410354,0.2,8.93E-05,-8640.715794,0,4.44E-16,0,0.75447784,0.819597958,11.37922603,0.000478321,-1.009926371,0.398324987,13.30128612,-3.78762312,-3.173060712,-5.852264383,-6.025725721,-6.256015106
429,1.93E-251,2.00E-118,1.98E-184,4.56E-123,28.16410354,0.2,8.93E-05,-8640.715794,0,4.44E-16,0,0.75447784,0.819597958,11.37922603,0.000478321,-1.009926371,0.398324987,13.30128612,-3.787623253,-3.173060712,-5.852264383,-6.025725721,-6.256015106
430,2.15E-252,2.00E-118,7.09E-185,4.37E-123,28.16410354,0.2,8.48E-05,-8640.71678,0,4.44E-16,0,0.754477623,0.819597926,11.37922603,0.000478321,-1.009926371,0.398324987,13.30128612,-3.787625545,-3.173111304,-5.852264383,-6.025725721,-6.256015106
431,2.15E-252,3.95E-120,7.09E-185,9.04E-124,28.16410354,0.2,8.48E-05,-8641.435827,0,4.44E-16,0,0.754477623,0.819597926,11.37922603,0.000478321,-1.009926371,0.398324987,13.30128612,-3.787625607,-3.173111304,-5.852264383,-6.025725721,-6.256015106
432,5.85E-253,2.85E-121,4.68E-185,6.02E-124,28.16410354,0.2,8.48E-05,-8641.435827,0,4.44E-16,0,0.754477623,0.819597926,11.37922603,0.000478321,-1.009926371,0.398324987,13.30128612,-3.787625607,-3.173111304,-5.852264383,-6.025725721,-6.256015106
433,1.65E-253,2.36E-121,4.68E-185,6.02E-124,28.16410354,0.2,8.48E-05,-8641.435827,0,4.44E-16,0,0.754477623,0.819597926,11.37922603,0.000478321,-1.009926371,0.398324967,13.30128612,-3.787625607,-3.173111304,-5.852264383,-6.025725721,-6.256015106
434,1.65E-253,1.79E-121,3.16E-185,1.26E-124,28.16410354,0.2,8.48E-05,-8641.435827,0,4.44E-16,0,0.754477623,0.819597926,11.37922603,0.000478321,-1.009926371,0.398324967,13.30128612,-3.787625607,-3.173111304,-5.852264383,-6.025725721,-6.256015106
435,1.65E-253,6.59E-122,3.16E-185,8.43E-125,28.16410354,0.2,8.48E-05,-8641.435827,0,4.44E-16,0,0.754477623,0.819597926,11.37922603,0.000478321,-1.009926371,0.398324946,13.30128612,-3.787625607,-3.173113586,-5.852264383,-6.025725721,-6.256015106
436,3.14E-255,5.56E-122,5.82E-186,7.85E-125,28.16410354,0.2,8.48E-05,-8641.435827,0,4.44E-16,0,0.754477623,0.819597926,11.37922603,0.000478321,-1.009926371,0.398324922,13.30128612,-3.787625607,-3.173113586,-5.852264383,-6.025725721,-6.256015106
437,2.85E-255,5.56E-122,5.82E-186,1.80E-125,28.16410354,0.2,8.48E-05,-8641.435827,0,4.44E-16,0,0.754477623,0.819597926,11.37922603,0.000478321,-1.009926371,0.398324917,13.30128612,-3.787625607,-3.173116544,-5.852264383,-6.025729708,-6.25601517
438,8.58E-256,5.56E-122,5.82E-186,1.80E-125,28.16410354,0.2,8.48E-05,-8641.435827,0,4.44E-16,0,0.754477623,0.819597874,11.37922603,0.000478321,-1.009926371,0.398324795,13.30128612,-3.787625607,-3.173116544,-5.852264383,-6.025738617,-6.25601517
439,2.04E-256,5.56E-122,4.38E-186,1.21E-125,28.16410354,0.2,8.48E-05,-8641.435873,0,4.44E-16,0,0.754477623,0.819597874,11.37922603,0.000478321,-1.009926371,0.398324795,13.30128612,-3.787625607,-3.173116646,-5.852264383,-6.025738617,-6.25601517
440,3.88E-259,5.56E-122,4.38E-186,8.22E-126,28.16410354,0.2,8.48E-05,-8641.436068,0,4.44E-16,0,0.754477623,0.819597874,11.37922603,0.000478321,-1.009926371,0.398324795,13.30128612,-3.787625852,-3.173116646,-5.852264383,-6.02574099,-6.25601517
441,1.73E-260,2.50E-122,1.76E-186,5.98E-126,28.16410354,0.2,8.48E-05,-8643.006112,0,4.44E-16,0,0.754477623,0.819597874,11.37922603,0.000478321,-1.009926371,0.398311854,13.30128612,-3.787625852,-3.173116646,-5.852264383,-6.02574099,-6.25601517
442,1.73E-260,2.50E-122,1.33E-186,6.97E-127,28.16410354,0.2,8.48E-05,-8643.006112,0,4.44E-16,0,0.754477623,0.819597874,11.37922603,0.000478321,-1.009926371,0.398311854,13.30128612,-3.787625852,-3.173116646,-5.852264383,-6.02574099,-6.25601517
443,1.94E-261,1.91E-122,1.28E-187,2.19E-127,28.16410354,0.2,8.48E-05,-8643.006112,0,4.44E-16,0,0.754477623,0.819597874,11.37922603,0.000478321,-1.009926371,0.398311846,13.30128612,-3.787625852,-3.173117164,-5.852264383,-6.025750935,-6.25601517
444,1.93E-261,1.91E-122,1.28E-187,1.86E-127,28.16410354,0.2,8.48E-05,-8643.006112,0,4.44E-16,0,0.754477623,0.819597874,11.37922603,0.000478321,-1.009926374,0.398311846,13.30128612,-3.787625852,-3.173117164,-5.852264522,-6.025750935,-6.25601517
445,1.36E-262,1.38E-122,1.33E-188,1.00E-127,28.16410354,0.2,8.48E-05,-8643.006112,0,4.44E-16,0,0.754477623,0.819597874,11.37922603,0.000478321,-1.009926377,0.398311846,13.30128612,-3.787626212,-3.173117164,-5.852271115,-6.025750935,-6.25601517
446,3.59E-264,1.38E-122,1.33E-188,2.76E-128,28.16410354,0.2,8.48E-05,-8643.006112,0,4.44E-16,0,0.754477623,0.819597874,11.37922603,0.000478321,-1.009926377,0.398311846,13.30128612,-3.787626212,-3.173133676,-5.852271223,-6.025750948,-6.256015201
447,2.16E-264,3.37E-123,6.77E-189,9.95E-129,28.16410354,0.2,8.48E-05,-8643.711624,0,4.44E-16,0,0.754477623,0.819597874,11.37922603,0.000478321,-1.009926379,0.398311846,13.30128612,-3.787626212,-3.173133676,-5.852271223,-6.025750948,-6.256015201
448,1.90E-264,2.86E-123,4.03E-190,6.43E-129,28.16410354,0.2,8.48E-05,-8643.736434,0,4.44E-16,0,0.754477623,0.819597873,11.37922603,0.000478321,-1.009926379,0.398311846,13.30128612,-3.787626212,-3.173133676,-5.852271223,-6.025750948,-6.256015201
449,1.90E-264,2.86E-123,1.86E-190,5.63E-129,28.16410354,0.2,8.48E-05,-8643.736434,0,4.44E-16,0,0.754477623,0.819597873,11.37922603,0.000478321,-1.009926379,0.398311822,13.30128612,-3.787626212,-3.173133676,-5.852271223,-6.025750948,-6.256015201
450,6.73E-265,2.60E-123,1.86E-190,4.58E-129,28.16410354,0.2,8.48E-05,-8643.736434,0,4.44E-16,0,0.754477623,0.819597873,11.37922603,0.000478321,-1.009926379,0.398311822,13.30128612,-3.787626212,-3.173133676,-5.852271273,-6.025750948,-6.256015272
451,7.31E-266,1.94E-123,4.45E-191,4.55E-129,28.16410354,0.2,8.48E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597873,11.37922603,0.000478321,-1.009926379,0.398311822,13.30128612,-3.787626258,-3.173133676,-5.852271273,-6.025760959,-6.256015272
452,7.93E-267,1.91E-123,2.14E-192,3.36E-129,28.16410354,0.2,8.48E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597665,11.37922603,0.000478321,-1.009926379,0.398311822,13.30128612,-3.787626258,-3.173135167,-5.852271273,-6.025760959,-6.256015272
453,6.92E-267,1.56E-123,4.03E-193,2.02E-129,28.16410354,0.2,8.48E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597637,11.37922603,0.000478321,-1.009926379,0.398311822,13.30128612,-3.787626258,-3.173148011,-5.852271273,-6.025760959,-6.256015938
454,6.87E-267,1.54E-123,1.19E-193,2.00E-129,28.16410354,0.2,8.45E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597637,11.37922603,0.00047832,-1.009926379,0.398311822,13.30128612,-3.787626258,-3.173148011,-5.852271273,-6.025760959,-6.256015938
455,5.80E-267,1.54E-123,5.51E-196,5.68E-130,28.16410354,0.2,8.45E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597637,11.37922603,0.00047832,-1.009926379,0.398311822,13.30128612,-3.787626258,-3.173148011,-5.852271273,-6.025762231,-6.256015938
456,4.88E-267,1.54E-123,5.51E-196,2.22E-130,28.16410354,0.2,8.33E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597637,11.37922603,0.00047832,-1.009926379,0.398311822,13.30128612,-3.787626258,-3.173148011,-5.852271273,-6.025762231,-6.256015938
457,3.74E-267,1.54E-123,1.08E-196,2.22E-130,28.16410354,0.2,8.01E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597625,11.37922603,0.00047832,-1.009926379,0.398311822,13.30128612,-3.787626258,-3.173148011,-5.852271273,-6.025762231,-6.256015938
458,2.53E-267,1.17E-124,7.29E-198,2.21E-130,28.16410354,0.2,8.01E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597616,11.37922603,0.00047832,-1.009926379,0.398311822,13.30128612,-3.787626258,-3.173148011,-5.852271273,-6.025762231,-6.256015938
459,6.74E-269,5.89E-125,5.13E-200,3.40E-131,28.16410353,0.2,8.01E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597605,11.37922603,0.00047832,-1.009926379,0.398311822,13.30128612,-3.78764807,-3.173150212,-5.852271365,-6.025762231,-6.256015938
460,3.38E-269,3.94E-125,5.13E-200,2.85E-131,28.16410353,0.2,8.01E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597605,11.37922603,0.00047832,-1.009926379,0.398311816,13.30128612,-3.787656029,-3.173150212,-5.852271365,-6.025762231,-6.256015938
461,3.38E-269,3.94E-125,6.07E-201,1.77E-131,28.16410353,0.2,8.01E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597605,11.37922603,0.00047832,-1.009926379,0.398311816,13.30128612,-3.787656029,-3.173150212,-5.852271365,-6.025762231,-6.256017245
462,3.38E-269,3.94E-125,2.30E-205,1.76E-131,28.16410353,0.2,8.01E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597605,11.37922603,0.00047832,-1.009926379,0.398311816,13.30128612,-3.787656029,-3.173150212,-5.85227198,-6.025762231,-6.256017682
463,4.49E-270,2.17E-125,7.70E-206,3.82E-132,28.16410353,0.2,8.01E-05,-8644.228246,0,4.44E-16,0,0.754477623,0.819597605,11.37922603,0.00047832,-1.009926379,0.398311816,13.30128612,-3.787656029,-3.173150212,-5.85227198,-6.025762231,-6.256017682
464,4.49E-270,1.04E-125,7.70E-206,9.46E-133,28.16410353,0.2,8.01E-05,-8644.242613,0,4.44E-16,0,0.754477623,0.819597605,11.37922603,0.00047832,-1.009926379,0.398311816,13.30128612,-3.787656029,-3.173150231,-5.852272071,-6.025762231,-6.256017682
465,4.02E-271,8.16E-126,7.70E-206,9.44E-133,28.16410353,0.2,8.01E-05,-8644.242613,0,4.44E-16,0,0.754477623,0.819597605,11.37922603,0.00047832,-1.009926379,0.398311816,13.30128612,-3.787656029,-3.173150231,-5.852272071,-6.025762231,-6.256017682
466,4.02E-271,3.50E-126,1.28E-208,7.77E-133,28.16410353,0.2,8.01E-05,-8644.242613,0,4.44E-16,0,0.754477623,0.819597586,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787656029,-3.173150231,-5.852273939,-6.025762231,-6.256017687
467,1.39E-271,3.08E-126,1.28E-208,7.45E-133,28.16410353,0.2,8.01E-05,-8644.242613,0,4.44E-16,0,0.754477623,0.819597586,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787656032,-3.173150412,-5.852273939,-6.025762231,-6.256017687
468,2.15E-272,3.08E-126,1.93E-210,7.45E-133,28.16410353,0.2,8.01E-05,-8644.243644,0,4.44E-16,0,0.754477623,0.819597586,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787656032,-3.173150412,-5.852273939,-6.025762231,-6.256017687
469,1.56E-272,3.08E-126,1.72E-210,7.45E-133,28.16410353,0.2,8.01E-05,-8644.244115,0,4.44E-16,0,0.754477623,0.819597586,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787656032,-3.173150412,-5.852273939,-6.025766968,-6.256017696
470,1.56E-272,3.08E-126,2.17E-211,4.03E-133,28.16410353,0.2,8.01E-05,-8644.244115,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787656032,-3.173150509,-5.852273939,-6.025766968,-6.256032863
471,1.30E-272,3.64E-127,1.22E-211,7.42E-134,28.16410353,0.2,8.01E-05,-8644.282615,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787656372,-3.173150509,-5.852274491,-6.025766968,-6.256032863
472,2.51E-274,1.13E-128,1.19E-211,2.52E-134,28.16410353,0.2,8.01E-05,-8644.282615,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787656372,-3.173150509,-5.852274491,-6.025766968,-6.256032863
473,2.29E-274,1.09E-128,1.19E-211,1.43E-134,28.16410353,0.2,8.01E-05,-8644.282694,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787656372,-3.173150509,-5.852274506,-6.025766968,-6.256032863
474,4.62E-276,1.09E-128,1.63E-212,9.55E-135,28.16410353,0.2,8.01E-05,-8644.299132,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787656372,-3.173150509,-5.852274506,-6.025766968,-6.256032863
475,4.62E-276,1.97E-129,2.21E-214,9.40E-135,28.16410353,0.2,8.01E-05,-8644.299132,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787656372,-3.173150509,-5.852274506,-6.025766968,-6.256032863
476,2.09E-276,7.91E-130,8.71E-218,2.17E-135,28.16410353,0.2,7.81E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787657785,-3.173150509,-5.852274506,-6.025766968,-6.256032863
477,1.97E-276,3.67E-130,1.64E-218,8.91E-136,28.16410353,0.2,7.79E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787657802,-3.173150509,-5.852274506,-6.025766968,-6.256032863
478,4.29E-277,3.67E-130,9.45E-219,8.83E-136,28.16410353,0.2,7.79E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926382,0.398311816,13.30128612,-3.787657802,-3.173150509,-5.852274506,-6.025766968,-6.256032863
479,3.96E-277,3.20E-130,4.01E-219,8.82E-136,28.16410353,0.2,7.79E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926383,0.398311816,13.30128612,-3.787657802,-3.173157056,-5.852274506,-6.025766968,-6.256032863
480,2.05E-278,2.95E-130,4.01E-219,7.95E-136,28.16410353,0.2,7.79E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926383,0.398311816,13.30128612,-3.787657802,-3.173157056,-5.852277158,-6.025766968,-6.256032863
481,2.05E-278,1.32E-130,4.01E-219,3.15E-136,28.16410353,0.2,7.79E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926383,0.398311816,13.30128612,-3.787657802,-3.173157056,-5.852277158,-6.025766968,-6.256032863
482,9.84E-279,1.32E-130,4.01E-219,3.10E-136,28.16410353,0.2,7.79E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926383,0.398311816,13.30128612,-3.787657802,-3.173157065,-5.852277158,-6.025766968,-6.256032863
483,1.28E-279,1.32E-130,4.01E-219,3.00E-136,28.16410353,0.2,7.79E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926383,0.398311816,13.30128612,-3.787657804,-3.173157065,-5.852277158,-6.025766992,-6.256032863
484,1.28E-279,1.15E-130,3.13E-219,2.97E-136,28.16410353,0.2,7.79E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926383,0.398311816,13.30128612,-3.787657804,-3.173157065,-5.852277158,-6.025766992,-6.256032863
485,1.28E-279,1.15E-130,1.21E-219,2.97E-136,28.16410353,0.2,7.79E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926383,0.398311816,13.30128612,-3.787657804,-3.173157065,-5.852277158,-6.025766992,-6.256032863
486,9.51E-283,1.15E-130,1.21E-219,5.59E-137,28.16410353,0.2,7.79E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597582,11.37922603,0.00047832,-1.009926383,0.398311816,13.30128612,-3.787657804,-3.173157065,-5.852277158,-6.025766992,-6.256032863
487,7.75E-283,1.15E-130,3.34E-220,1.07E-137,28.16410353,0.2,7.79E-05,-8644.30017,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787657804,-3.173157289,-5.852277158,-6.025766992,-6.256032863
488,8.91E-284,1.15E-130,5.60E-223,1.07E-137,28.16410353,0.2,7.79E-05,-8644.349956,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661256,-3.173157289,-5.852277158,-6.025766992,-6.256032863
489,2.80E-284,8.09E-131,4.15E-223,9.30E-138,28.16410353,0.2,7.79E-05,-8644.350093,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661256,-3.173157289,-5.852277158,-6.025766992,-6.256032863
490,6.28E-285,6.54E-131,4.15E-223,9.30E-138,28.16410353,0.2,7.46E-05,-8644.35332,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661256,-3.173157289,-5.852277158,-6.025766992,-6.256032863
491,6.28E-285,6.54E-131,1.66E-223,9.04E-138,28.16410353,0.2,7.46E-05,-8644.35332,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661256,-3.173157289,-5.852277158,-6.025766992,-6.256032863
492,2.90E-285,3.51E-131,3.77E-224,9.03E-138,28.16410353,0.2,7.46E-05,-8644.596294,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661256,-3.173157289,-5.852277158,-6.025766992,-6.256032863
493,2.90E-285,3.51E-131,2.53E-224,4.94E-138,28.16410353,0.2,7.46E-05,-8644.596294,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661256,-3.173157311,-5.852277158,-6.025766992,-6.256032863
494,2.90E-285,3.37E-131,2.53E-224,3.33E-138,28.16410349,0.2,7.46E-05,-8644.596294,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661256,-3.173157311,-5.852277158,-6.025766992,-6.256032863
495,2.90E-285,1.83E-131,3.41E-225,2.85E-138,28.16410349,0.2,7.46E-05,-8644.596294,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661256,-3.173157311,-5.852277158,-6.025766992,-6.256032863
496,2.06E-286,9.49E-132,4.52E-227,2.85E-138,28.16410349,0.2,7.46E-05,-8644.596294,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661256,-3.173157311,-5.852277158,-6.025766992,-6.256032863
497,8.48E-287,9.49E-132,2.00E-227,1.18E-138,28.16410349,0.2,7.46E-05,-8644.596294,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661256,-3.173157311,-5.852277158,-6.025766992,-6.256032863
498,4.62E-289,9.49E-132,1.27E-227,7.90E-139,28.16410349,0.2,7.45E-05,-8644.596294,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661272,-3.173157311,-5.852277158,-6.025766992,-6.256032863
499,1.07E-289,6.12E-132,5.51E-229,7.90E-139,28.16410349,0.2,7.30E-05,-8644.596294,0,4.44E-16,0,0.754477623,0.819597574,11.37922603,0.00047832,-1.009926383,0.398311806,13.30128612,-3.787661272,-3.173157311,-5.852277158,-6.025766992,-6.256032863
