NGS_WOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
92,7.74E-45,7.07E-28,4.29E-32,3.57E-24,28.44200433,0.98,0.000511686,-6718.820133,0.00E+00,4.44E-16,0.00E+00,0.84102943,0.963417562,11.4993414,0.000544829,-1.006400206,0.401393296,13.91217071,-3.757103995,-3.088362263,-5.309933507,-5.63881702,-5.33359495
93,1.91E-45,2.50E-28,1.99E-32,1.18E-24,28.43817109,0.96,0.000511686,-6718.820133,0.00E+00,4.44E-16,0.00E+00,0.840644129,0.960188674,11.4993414,0.000543143,-1.006402418,0.401393178,13.91217071,-3.757328178,-3.089487452,-5.310059097,-5.641074312,-5.345073856
94,4.25E-46,2.13E-28,1.99E-32,1.98E-25,28.43544628,0.9,0.000511686,-6720.662352,0.00E+00,4.44E-16,0.00E+00,0.839987746,0.955444967,11.4993414,0.000539917,-1.006830773,0.401321664,13.91151679,-3.758176579,-3.093451188,-5.31026237,-5.641401943,-5.345073856
95,8.58E-47,1.72E-28,1.20E-32,1.64E-25,28.42653606,0.86,0.000511686,-6734.033938,0.00E+00,4.44E-16,0.00E+00,0.839567481,0.950270096,11.4993414,0.00053647,-1.006915924,0.401224148,13.91134874,-3.759117551,-3.094824574,-5.311959428,-5.645115241,-5.34579315
96,4.72E-47,1.44E-28,7.27E-35,4.40E-26,28.42437161,0.84,0.000487071,-6735.691287,0.00E+00,4.44E-16,0.00E+00,0.839127477,0.948308741,11.4993414,0.000536352,-1.006940877,0.401202297,13.91134874,-3.759117551,-3.095944741,-5.315754927,-5.646044531,-5.345940177
97,3.66E-49,1.88E-29,1.98E-35,4.26E-26,28.41993405,0.72,0.000487071,-6741.135596,0.00E+00,4.44E-16,0.00E+00,0.837796453,0.944457043,11.4993414,0.000535787,-1.007007229,0.401125854,13.90751618,-3.760263926,-3.096774162,-5.318917519,-5.646844836,-5.36336666
98,2.83E-49,1.76E-29,7.95E-36,2.64E-26,28.4127114,0.72,0.000484993,-6752.978279,0.00E+00,4.44E-16,0.00E+00,0.83726295,0.942884847,11.4993414,0.000535608,-1.007013165,0.400457571,13.90751618,-3.760263926,-3.0970624,-5.320023982,-5.647591724,-5.46175944
99,6.70E-50,1.42E-29,7.95E-36,2.60E-26,28.40909667,0.72,0.000471294,-6781.319129,0.00E+00,4.44E-16,0.00E+00,0.836820186,0.941599038,11.4993414,0.000535547,-1.007019513,0.400445223,13.90745854,-3.764053969,-3.097553627,-5.320563328,-5.651568607,-5.471793528
100,1.69E-50,4.93E-30,5.59E-37,2.07E-26,28.40803131,0.72,0.000471294,-6816.296222,0.00E+00,4.44E-16,0.00E+00,0.836147971,0.939320928,11.4993414,0.000534856,-1.007021073,0.400232997,13.90700906,-3.764163884,-3.098034346,-5.328812665,-5.652767471,-5.481639288
101,8.27E-51,1.69E-30,5.12E-38,7.90E-27,28.40403749,0.72,0.000469546,-6870.25003,0.00E+00,4.44E-16,0.00E+00,0.834177604,0.935863496,11.40151082,0.000534676,-1.007031818,0.400194577,13.90700906,-3.764373802,-3.098730852,-5.32894959,-5.657014313,-5.495807025
102,4.68E-51,4.56E-31,5.10E-38,1.93E-27,28.40205633,0.72,0.000469546,-6890.956865,0.00E+00,4.44E-16,0.00E+00,0.833822632,0.927555904,11.40151082,0.000534676,-1.007192033,0.400084168,13.90700614,-3.764453624,-3.101354341,-5.330344261,-5.657907993,-5.498406799
103,4.68E-51,4.38E-31,2.15E-38,1.37E-27,28.39791788,0.72,0.000469546,-6893.180202,0.00E+00,4.44E-16,0.00E+00,0.83259879,0.925184965,11.40151082,0.000533861,-1.007206576,0.400084168,13.90700387,-3.764517601,-3.10295855,-5.368684848,-5.657963706,-5.513550765
104,4.67E-51,3.67E-31,1.76E-38,1.15E-27,28.39616993,0.72,0.000465763,-6902.813847,0.00E+00,4.44E-16,0.00E+00,0.832196165,0.925113109,11.40150961,0.000532807,-1.007206576,0.400077315,13.90700387,-3.76560062,-3.105261084,-5.42356299,-5.659081946,-5.591370955
105,1.48E-52,3.60E-31,1.63E-38,9.85E-29,28.39285483,0.72,0.000465763,-6909.033999,0.00E+00,4.44E-16,0.00E+00,0.831506608,0.924276738,11.39984659,0.000531449,-1.007424312,0.400075171,13.90658464,-3.765704581,-3.106061273,-5.424965565,-5.663966913,-5.595067488
106,1.48E-52,3.57E-31,1.62E-38,6.53E-29,28.38759806,0.72,0.000463009,-6915.513437,0.00E+00,4.44E-16,0.00E+00,0.830433194,0.923855083,11.39984659,0.000530644,-1.007433939,0.400025408,13.90605434,-3.765724607,-3.106592542,-5.425280407,-5.665113782,-5.598440477
107,1.42E-52,3.24E-31,6.67E-40,4.01E-30,28.38193192,0.72,0.000461415,-6939.733312,0.00E+00,4.44E-16,0.00E+00,0.829309955,0.923748708,11.39983935,0.000530596,-1.007434169,0.400022014,13.90562032,-3.765879686,-3.107149431,-5.425851744,-5.665414781,-5.599752109
108,5.48E-53,3.23E-31,6.66E-40,9.64E-31,28.37838106,0.68,0.000461415,-6952.00424,0.00E+00,4.44E-16,0.00E+00,0.828114721,0.92250388,11.39983935,0.000530177,-1.007468072,0.400008338,13.90562032,-3.766020674,-3.111189187,-5.42805641,-5.67054458,-5.600533106
109,8.37E-54,1.51E-31,1.28E-40,3.92E-31,28.37456789,0.68,0.000460017,-6957.344493,0.00E+00,4.44E-16,0.00E+00,0.826468379,0.919543004,11.39983935,0.000530176,-1.007547727,0.399918858,13.90562032,-3.766034249,-3.112590372,-5.497158573,-5.671307001,-5.601331535
110,2.32E-55,6.56E-32,1.26E-40,2.32E-31,28.36910997,0.68,0.000460017,-6993.775947,0.00E+00,4.44E-16,0.00E+00,0.826120925,0.913667702,11.39983935,0.00053012,-1.007712085,0.399918858,13.90562032,-3.766052084,-3.112884839,-5.50863736,-5.672520612,-5.620561199
111,5.61E-56,6.53E-32,1.26E-40,1.96E-31,28.36633886,0.58,0.000451715,-7009.189306,0.00E+00,4.44E-16,0.00E+00,0.825579397,0.912833935,11.39983935,0.00052652,-1.007712632,0.399918858,13.90544288,-3.766200007,-3.114138753,-5.508652737,-5.672559219,-5.630629475
112,2.51E-56,5.49E-32,1.17E-41,1.46E-31,28.36486382,0.56,0.000444512,-7030.85885,0.00E+00,4.44E-16,0.00E+00,0.824224438,0.912131213,11.39983935,0.00052652,-1.007715767,0.399918858,13.90544288,-3.766238553,-3.114450483,-5.513025202,-5.672849665,-5.653559366
113,1.68E-56,5.21E-32,9.36E-43,1.24E-31,28.36441106,0.56,0.000439683,-7037.256061,0.00E+00,4.44E-16,0.00E+00,0.823747501,0.910932689,11.39983935,0.000526273,-1.007717056,0.399903063,13.89883949,-3.766558722,-3.115192559,-5.513571255,-5.680545059,-5.700947304
114,1.68E-56,5.20E-32,9.36E-43,1.70E-32,28.36238827,0.54,0.000435176,-7050.278781,0.00E+00,4.44E-16,0.00E+00,0.82308856,0.910323304,11.39983935,0.000526273,-1.007838485,0.399901853,13.89393415,-3.76710122,-3.115550219,-5.514504532,-5.68360268,-5.703220533
115,6.25E-58,4.02E-32,3.15E-43,1.05E-32,28.36094292,0.54,0.000435176,-7069.088317,0.00E+00,4.44E-16,0.00E+00,0.821899029,0.909185716,11.39983935,0.000526056,-1.007872646,0.399843024,13.89360141,-3.76710122,-3.115569955,-5.516567514,-5.684904435,-5.706384177
116,1.60E-58,1.24E-32,3.10E-43,9.07E-33,28.36009704,0.54,0.00042777,-7073.363596,0.00E+00,4.44E-16,0.00E+00,0.821277698,0.909160307,11.39983935,0.000524379,-1.007890831,0.399843024,13.89345971,-3.767518142,-3.115690729,-5.516737162,-5.689937102,-5.708457774
117,1.60E-58,1.24E-32,3.08E-43,7.13E-33,28.35866489,0.54,0.00042777,-7121.518286,0.00E+00,4.44E-16,0.00E+00,0.820431999,0.909050131,11.39983935,0.000524377,-1.007931077,0.399698577,13.89337825,-3.767518142,-3.115841515,-5.516740565,-5.690124772,-5.708704432
118,1.26E-60,4.08E-33,2.05E-43,3.63E-33,28.35537665,0.54,0.000425833,-7138.161434,0.00E+00,4.44E-16,0.00E+00,0.820009606,0.907270689,11.39983935,0.00052274,-1.007931077,0.399659552,13.89318201,-3.767873998,-3.121435788,-5.519268868,-5.693005938,-5.713448143
119,9.18E-61,2.91E-33,2.08E-45,3.53E-34,28.35474241,0.54,0.000425833,-7138.221218,0.00E+00,4.44E-16,0.00E+00,0.819946749,0.906449644,11.39983935,0.000520594,-1.008115186,0.39958799,13.89318201,-3.767873998,-3.122514283,-5.520622503,-5.693327397,-5.720177965
120,1.49E-61,9.97E-36,2.07E-45,3.21E-34,28.35362829,0.52,0.000407552,-7149.309122,0.00E+00,4.44E-16,0.00E+00,0.819066848,0.905050951,11.39983927,0.00052031,-1.008140805,0.39958799,13.89317022,-3.768248005,-3.122739155,-5.521349753,-5.693852052,-5.720186987
121,1.49E-61,9.89E-36,5.70E-48,2.01E-34,28.35162275,0.52,0.00040221,-7152.934387,0.00E+00,4.44E-16,0.00E+00,0.817948874,0.901650323,11.39983927,0.000519887,-1.008155299,0.399518507,13.89317022,-3.76826407,-3.123822178,-5.531115652,-5.695393466,-5.720251847
122,1.40E-61,3.60E-36,1.82E-49,7.30E-35,28.35038201,0.5,0.00040221,-7166.276098,0.00E+00,4.44E-16,0.00E+00,0.817415086,0.900132556,11.39983927,0.000519581,-1.00819844,0.399518507,13.89308034,-3.768323539,-3.124220151,-5.531427444,-5.695906285,-5.738507258
123,1.58E-62,3.49E-37,1.32E-49,5.68E-35,28.34946767,0.5,0.00040221,-7186.099706,0.00E+00,4.44E-16,0.00E+00,0.816880475,0.900001386,11.39983927,0.000519569,-1.008198548,0.399488092,13.89307725,-3.768334741,-3.12506869,-5.532482248,-5.696368642,-5.738507258
124,1.38E-63,1.92E-37,1.07E-49,5.63E-35,28.34776979,0.5,0.000394047,-7251.524356,0.00E+00,4.44E-16,0.00E+00,0.816610693,0.897695935,11.39983927,0.000519569,-1.008200011,0.399488092,13.89304072,-3.768334741,-3.125099611,-5.53267998,-5.722636279,-5.740208154
125,1.33E-63,3.27E-39,7.03E-50,5.53E-35,28.34447304,0.5,0.000387354,-7257.929316,0.00E+00,4.44E-16,0.00E+00,0.815099299,0.89662471,11.39983927,0.000519373,-1.008213251,0.399483209,13.89304072,-3.768506328,-3.125389779,-5.533143938,-5.722657083,-5.742192718
126,1.33E-63,2.35E-39,4.57E-50,3.17E-35,28.34250503,0.5,0.000387354,-7265.202804,0.00E+00,4.44E-16,0.00E+00,0.814567649,0.896562524,11.39983927,0.000518483,-1.008332112,0.399483209,13.89282006,-3.770232716,-3.12780488,-5.537912095,-5.722871991,-5.749476999
127,1.33E-63,2.26E-39,4.44E-50,1.29E-35,28.3401942,0.5,0.000387354,-7267.701115,0.00E+00,4.44E-16,0.00E+00,0.813877499,0.895362207,11.39983927,0.000518206,-1.008433537,0.399403798,13.89262032,-3.770360922,-3.128957685,-5.541445003,-5.774049803,-5.749492287
128,5.26E-64,1.40E-39,4.37E-50,1.26E-35,28.33571643,0.5,0.000387354,-7357.398891,0.00E+00,4.44E-16,0.00E+00,0.813548579,0.892521891,11.39983927,0.000518152,-1.0084398,0.399384317,13.89199872,-3.770360922,-3.131400843,-5.541510285,-5.780379676,-5.806288462
129,5.26E-64,3.18E-40,4.37E-50,1.16E-35,28.3330401,0.48,0.000381637,-7366.312976,0.00E+00,4.44E-16,0.00E+00,0.813456872,0.891855348,11.39983927,0.00051776,-1.008485398,0.399338077,13.89173249,-3.770879528,-3.132769122,-5.543388896,-5.782363788,-5.826780389
130,5.26E-64,2.01E-40,4.37E-50,1.07E-35,28.33191114,0.48,0.000381637,-7368.041206,0.00E+00,4.44E-16,0.00E+00,0.813199921,0.891395763,11.3998392,0.00051776,-1.008485565,0.399333375,13.89173249,-3.770879528,-3.132922654,-5.543449716,-5.782370259,-5.850083987
131,5.26E-64,7.00E-41,7.76E-51,1.07E-35,28.32476394,0.46,0.000379051,-7395.557613,0.00E+00,4.44E-16,0.00E+00,0.81235012,0.891395686,11.3998392,0.000516871,-1.008515982,0.399301389,13.89173249,-3.770880231,-3.133728743,-5.548132968,-5.878250791,-5.876588587
132,4.54E-64,4.38E-41,7.76E-51,1.07E-35,28.31867364,0.38,0.000379051,-7410.541169,0.00E+00,4.44E-16,0.00E+00,0.806866371,0.890593566,11.3998392,0.000516235,-1.008533281,0.399301389,13.88618191,-3.770880231,-3.133906505,-5.550229654,-5.878250791,-5.88116946
133,1.47E-64,1.52E-41,5.53E-51,8.87E-36,28.31173321,0.34,0.000379051,-7416.011981,0.00E+00,4.44E-16,0.00E+00,0.805424612,0.890336518,11.3998392,0.000516148,-1.008533281,0.39929909,13.88615732,-3.770880603,-3.133922936,-5.55023674,-5.878976779,-5.949187763
134,1.47E-64,4.25E-42,5.53E-51,8.80E-36,28.3069107,0.32,0.000379051,-7423.105288,0.00E+00,4.44E-16,0.00E+00,0.804946749,0.889949046,11.3998392,0.00051595,-1.008533284,0.399280366,13.88615732,-3.771586552,-3.135801718,-5.55096194,-5.880093415,-5.953820994
135,5.08E-66,2.99E-42,1.48E-51,2.49E-37,28.30504471,0.26,0.000376294,-7426.657483,0.00E+00,4.44E-16,0.00E+00,0.803364377,0.889627319,11.3998392,0.00051558,-1.008534107,0.399279205,13.88542551,-3.771934534,-3.136049001,-5.551853346,-5.880225948,-5.959374452
136,8.68E-68,1.69E-42,1.48E-51,2.49E-37,28.29985129,0.26,0.000368535,-7435.706307,0.00E+00,4.44E-16,0,0.800514055,0.886717671,11.3998392,0.000514263,-1.00853714,0.399279205,13.88525606,-3.771942791,-3.136423544,-5.552004766,-5.880225948,-5.960808648
137,7.20E-68,7.49E-43,1.48E-51,2.73E-38,28.29833698,0.26,0.00036825,-7449.124244,0.00E+00,4.44E-16,0,0.798019981,0.88630475,11.3998392,0.000513068,-1.008550496,0.399279205,13.88525606,-3.771942791,-3.13692918,-5.552004766,-5.880616283,-5.963063104
138,2.03E-69,4.54E-43,1.48E-51,1.79E-38,28.29487629,0.26,0.00036825,-7451.85426,0.00E+00,4.44E-16,0,0.796878446,0.886168497,11.3998392,0.000513009,-1.008555628,0.399279105,13.88436032,-3.772016743,-3.137032656,-5.552004766,-5.881950621,-5.963322182
139,3.60E-70,1.26E-43,1.48E-51,1.35E-38,28.29339438,0.26,0.00036611,-7457.753764,0.00E+00,4.44E-16,0,0.796438435,0.881410244,11.3998392,0.00051198,-1.008557686,0.399272905,13.88436032,-3.772081506,-3.137240841,-5.552850916,-5.891374439,-5.981966143
140,5.69E-71,1.12E-43,1.48E-51,2.62E-39,28.2890269,0.26,0.00036611,-7488.874005,0.00E+00,4.44E-16,0,0.795962528,0.879823401,11.39972764,0.000511559,-1.008572039,0.399271973,13.88436032,-3.772239087,-3.137491554,-5.554124307,-5.892568342,-5.982244652
141,5.69E-71,5.14E-44,9.92E-52,6.49E-40,28.28590306,0.26,0.000355418,-7511.552674,0.00E+00,4.44E-16,0,0.795404625,0.877875333,11.39972764,0.000510878,-1.008572039,0.399270978,13.88436032,-3.772603847,-3.13868956,-5.563770007,-5.892568342,-5.982289547
142,5.69E-71,4.91E-44,9.92E-52,6.40E-40,28.28289773,0.26,0.00035505,-7520.040903,0.00E+00,4.44E-16,0,0.794773387,0.877682646,11.39709771,0.000510225,-1.008572039,0.399235918,13.88434402,-3.772689266,-3.144118841,-5.56390754,-5.892786274,-5.986261341
143,5.69E-71,4.58E-44,9.92E-52,1.50E-40,28.28008475,0.26,0.000352864,-7522.064608,0,4.44E-16,0,0.794093278,0.877532846,11.39709771,0.000510222,-1.008572039,0.399235918,13.88385807,-3.773326741,-3.144428681,-5.627176822,-5.893037667,-6.045788456
144,2.31E-71,1.85E-44,9.92E-52,1.64E-41,28.2784947,0.26,0.000349307,-7525.361186,0,4.44E-16,0,0.792966324,0.87697603,11.39709771,0.000509923,-1.008580822,0.399211443,13.88385807,-3.773412007,-3.146098045,-5.627411371,-5.893054329,-6.045855566
145,1.58E-74,4.83E-45,9.92E-52,5.10E-43,28.27770086,0.26,0.000349307,-7527.943359,0,4.44E-16,0,0.792276494,0.87683305,11.39709771,0.000509069,-1.008656178,0.399209425,13.88379809,-3.773451403,-3.146556736,-5.627584703,-5.893649584,-6.045858757
146,1.58E-74,1.97E-45,9.92E-52,2.63E-43,28.27563898,0.26,0.000349307,-7532.214201,0,4.44E-16,0,0.791985055,0.876726141,11.39709771,0.000508703,-1.008656419,0.399194034,13.88379809,-3.773534907,-3.147138487,-5.627884741,-5.893714942,-6.055243496
147,1.29E-74,1.48E-45,9.92E-52,2.54E-43,28.27266588,0.26,0.000349307,-7534.878097,0,4.44E-16,0,0.79168538,0.87653815,11.39709771,0.000508629,-1.008717805,0.399190693,13.88373595,-3.775879536,-3.147271368,-5.628009589,-5.893953193,-6.055494541
148,3.29E-79,1.48E-45,1.53E-52,2.09E-43,28.27241657,0.26,0.000337888,-7546.241404,0,4.44E-16,0,0.791158156,0.876040287,11.39709769,0.000508592,-1.00872775,0.399190693,13.88373595,-3.775879536,-3.147970167,-5.635560378,-5.89589867,-6.05697705
149,2.71E-79,5.43E-47,1.34E-52,9.36E-44,28.27014933,0.26,0.000337888,-7546.415624,0,4.44E-16,0,0.790689455,0.873153787,11.39709769,0.000508569,-1.008728846,0.399189116,13.88367467,-3.77607781,-3.14847711,-5.635597969,-5.896356699,-6.057896866
150,2.59E-80,4.73E-47,6.93E-53,6.25E-44,28.26747521,0.26,0.000337888,-7557.059486,0,4.44E-16,0,0.790539604,0.873000688,11.39709769,0.000506903,-1.008764922,0.399186368,13.88367467,-3.776153307,-3.148490134,-5.636745508,-5.896848261,-6.058189339
151,2.59E-80,2.98E-47,1.38E-53,4.42E-44,28.26277176,0.26,0.000337888,-7560.455976,0,4.44E-16,0,0.790340331,0.871790599,11.39709769,0.000506125,-1.008789155,0.399183417,13.88306424,-3.776153816,-3.149321007,-5.636745508,-5.897074291,-6.058198045
152,1.13E-80,9.69E-48,1.08E-53,2.27E-44,28.26125856,0.26,0.000337888,-7564.681417,0,4.44E-16,0,0.790010611,0.870351431,11.39709769,0.000506065,-1.008789155,0.399183417,13.88302027,-3.776694624,-3.150351986,-5.636827778,-5.89727375,-6.077840506
153,1.13E-80,3.03E-48,1.08E-53,1.31E-44,28.25716394,0.26,0.000337888,-7594.425626,0,4.44E-16,0,0.789201989,0.86954137,11.39709769,0.00050606,-1.008824119,0.399170378,13.88288046,-3.776694624,-3.150593802,-5.723415294,-5.902169682,-6.09664854
154,1.11E-80,1.94E-48,1.08E-53,6.81E-45,28.25478266,0.26,0.000337888,-7608.393449,0,4.44E-16,0,0.787771504,0.869461898,11.39709769,0.000505956,-1.008828653,0.39915415,13.88287963,-3.776719513,-3.150826023,-5.723417491,-5.902259574,-6.100045384
155,1.06E-80,1.32E-48,1.08E-53,5.58E-45,28.25094914,0.26,0.000337888,-7609.044181,0,4.44E-16,0,0.787553134,0.869414283,11.39709769,0.000505938,-1.008830609,0.399151727,13.88287963,-3.776775963,-3.151001853,-5.724629361,-5.902259574,-6.100711368
156,1.06E-80,1.29E-49,3.72E-54,4.00E-45,28.2447964,0.2,0.000337888,-7632.356085,0,4.44E-16,0,0.786907308,0.869189381,11.39709769,0.000505563,-1.008835181,0.399111412,13.88287963,-3.776775963,-3.151325548,-5.725985539,-5.902824241,-6.110719349
157,2.28E-81,6.78E-50,3.72E-54,9.18E-46,28.24419701,0.2,0.000337888,-7632.949925,0,4.44E-16,0,0.786043121,0.867018662,11.39709769,0.000502917,-1.008872197,0.399065818,13.88239076,-3.776802445,-3.151331836,-5.736010013,-5.904040753,-6.110869317
158,1.66E-82,5.30E-50,8.51E-56,3.19E-46,28.24277327,0.2,0.000337888,-7641.799319,0,4.44E-16,0,0.785414303,0.866497266,11.39709769,0.000501595,-1.008872197,0.398866602,13.88131529,-3.776870344,-3.151581733,-5.736386569,-5.904040753,-6.111279183
159,1.51E-83,1.82E-50,4.47E-56,2.99E-46,28.2412449,0.2,0.000337888,-7671.996134,0,4.44E-16,0,0.784538554,0.865213913,11.39709769,0.000501541,-1.008888603,0.398866602,13.87154052,-3.776883636,-3.151838716,-5.738334509,-5.910068031,-6.111433764
160,8.86E-84,1.21E-50,1.17E-57,2.79E-46,28.23895959,0.2,0.000337888,-7676.790991,0,4.44E-16,0,0.783658816,0.863155525,11.39709769,0.000501419,-1.00891337,0.398860883,13.87142361,-3.776892409,-3.151906829,-5.738334509,-5.910072433,-6.112171515
161,1.10E-84,7.77E-51,1.17E-57,2.76E-46,28.23767267,0.2,0.000326025,-7677.719799,0,4.44E-16,0,0.78308106,0.8618141,11.39709687,0.000501286,-1.008916398,0.398860883,13.87127218,-3.776895236,-3.152065312,-5.73833755,-5.910854266,-6.114134244
162,1.10E-84,3.71E-51,9.99E-59,2.23E-46,28.2348722,0.2,0.000326025,-7679.782826,0,4.44E-16,0,0.78300467,0.861023767,11.39709687,0.000501283,-1.008917636,0.398857846,13.87127218,-3.777659493,-3.152133435,-5.738377694,-5.910906072,-6.115387618
163,3.73E-85,1.17E-51,1.22E-59,2.03E-46,28.23440007,0.2,0.000326025,-7683.991503,0,4.44E-16,0,0.782878793,0.860883489,11.39709687,0.000500917,-1.008925269,0.398854363,13.87042542,-3.778146788,-3.153110715,-5.738381624,-5.912015197,-6.115391589
164,4.88E-86,1.04E-51,1.30E-61,1.75E-46,28.23209941,0.2,0.000326025,-7768.787518,0,4.44E-16,0,0.782671398,0.860741384,11.39709687,0.000499853,-1.008943614,0.398854363,13.87038164,-3.778146788,-3.153239971,-5.738527153,-5.912885056,-6.137361655
165,6.43E-88,6.01E-52,1.30E-61,4.46E-47,28.23088024,0.2,0.000323891,-7786.186265,0,4.44E-16,0,0.782100361,0.860601901,11.39709687,0.000499609,-1.008956993,0.398852164,13.86982253,-3.77829001,-3.153241243,-5.789567799,-5.914348527,-6.137637897
166,6.43E-88,9.89E-53,1.30E-61,2.62E-47,28.22971574,0.2,0.000322277,-7794.264535,0,4.44E-16,0,0.781612657,0.860292197,11.39709687,0.000499247,-1.008972295,0.398852164,13.86982253,-3.77830865,-3.153406728,-5.81294731,-5.919338244,-6.138346715
167,5.75E-88,9.44E-53,5.41E-62,1.72E-47,28.227811,0.2,0.000295192,-7815.175398,0,4.44E-16,0,0.781278001,0.859547293,11.39709687,0.000498452,-1.00902128,0.39883499,13.86969221,-3.778359921,-3.153561089,-5.812947882,-5.919338244,-6.138575657
168,4.12E-88,9.43E-53,4.85E-63,2.21E-48,28.22698897,0.2,0.000295192,-7871.025712,0,4.44E-16,0,0.781062982,0.857964234,11.39709687,0.000498432,-1.009022092,0.398834458,13.86968549,-3.778777809,-3.15357695,-5.817604766,-5.91978837,-6.139926953
169,4.12E-88,4.73E-53,4.85E-63,1.75E-48,28.22600073,0.2,0.000295192,-7876.675737,0,4.44E-16,0,0.780949686,0.853972465,11.39709687,0.000498283,-1.009022092,0.398807595,13.86957228,-3.778876759,-3.153904611,-5.821002898,-5.919788891,-6.140120228
170,1.80E-88,3.90E-53,1.98E-66,8.99E-49,28.22561539,0.2,0.000295192,-7883.799656,0,4.44E-16,0,0.780678014,0.853143191,11.39709687,0.000498173,-1.009022092,0.398798842,13.67834261,-3.77890433,-3.154052023,-5.821027214,-5.920015444,-6.140998412
171,1.11E-89,2.02E-53,5.62E-67,2.48E-49,28.2248528,0.2,0.000291105,-7890.097988,0,4.44E-16,0,0.780188838,0.852355436,11.39709687,0.000498173,-1.009023103,0.398798842,13.3419231,-3.778904418,-3.154215531,-5.822663754,-5.920317492,-6.14101935
172,1.37E-91,1.57E-53,4.52E-67,1.70E-49,28.22451426,0.2,0.000279221,-7907.361377,0,4.44E-16,0,0.779767077,0.852324194,11.39709687,0.000498156,-1.009023154,0.398793258,13.33049031,-3.778942405,-3.154245459,-5.822663754,-5.920317492,-6.150434284
173,1.06E-92,6.90E-54,2.56E-67,8.32E-50,28.22432154,0.2,0.000270636,-7908.183056,0,4.44E-16,0,0.779363462,0.852294227,11.39709687,0.000497935,-1.009090712,0.398793258,13.33049031,-3.778985542,-3.154366098,-5.822904016,-5.920366205,-6.150544096
174,2.79E-94,6.47E-54,2.56E-67,4.26E-50,28.220122,0.2,0.000270636,-7911.19138,0,4.44E-16,0,0.778937043,0.851781248,11.39709687,0.000497931,-1.009101945,0.39879304,13.33049031,-3.779074592,-3.154574038,-5.827170148,-5.920366205,-6.150565173
175,3.53E-97,3.19E-54,2.56E-67,2.15E-50,28.22012198,0.2,0.000270636,-7918.911346,0,4.44E-16,0,0.778728692,0.851778483,11.39709687,0.000497626,-1.009106739,0.398792984,13.33049031,-3.779245233,-3.15634736,-5.827170148,-5.920583981,-6.150701758
176,1.25E-97,8.71E-55,1.03E-67,1.55E-50,28.21927697,0.2,0.00026958,-7919.554043,0,4.44E-16,0,0.778703506,0.851756645,11.39709687,0.000497622,-1.009106739,0.398792984,13.31910467,-3.780743339,-3.156844531,-5.829038472,-5.921217607,-6.165970371
177,7.73E-100,7.88E-55,6.36E-68,1.21E-50,28.21860395,0.2,0.00026958,-7937.451154,0,4.44E-16,0,0.778424481,0.850654686,11.39709687,0.000497608,-1.009107026,0.398786112,13.31877813,-3.780763873,-3.157186143,-5.829066105,-5.921227607,-6.166764659
178,3.60E-100,6.77E-55,6.36E-68,1.11E-50,28.21701971,0.2,0.00026958,-7961.085017,0,4.44E-16,0,0.778355741,0.848090181,11.39709687,0.000497322,-1.009107026,0.398786112,13.31862189,-3.781560475,-3.157362163,-5.829714354,-5.921300575,-6.167322668
179,4.50E-101,6.44E-55,1.86E-68,1.07E-50,28.213873,0.2,0.00026958,-7993.648453,0,4.44E-16,0,0.778321905,0.847803467,11.39709687,0.000497322,-1.009119879,0.3987735,13.31862189,-3.781561921,-3.157423721,-5.83086803,-5.921302931,-6.167940151
180,7.25E-103,4.14E-55,9.63E-69,1.01E-50,28.21156539,0.2,0.000263176,-7995.102365,0,4.44E-16,0,0.777558209,0.846418152,11.39709687,0.000497199,-1.009132152,0.398770517,13.31861732,-3.781652622,-3.15776574,-5.83090165,-5.921319215,-6.168414241
181,7.17E-103,1.21E-55,4.96E-69,1.49E-51,28.21048664,0.2,0.000263176,-8008.221352,0,4.44E-16,0,0.777194665,0.844322043,11.39709687,0.000496456,-1.009146301,0.398754163,13.31855371,-3.781668467,-3.159051918,-5.84259335,-5.921322817,-6.174183682
182,5.87E-103,1.12E-55,4.96E-69,1.34E-51,28.20933232,0.2,0.000254433,-8019.393,0,4.44E-16,0,0.776759434,0.843823055,11.39709687,0.000495434,-1.009146751,0.39875198,13.31849272,-3.781877084,-3.159118492,-5.842603208,-5.921322878,-6.181594379
183,5.87E-103,7.98E-56,2.17E-69,1.34E-51,28.20639118,0.2,0.000254433,-8036.399182,0,4.44E-16,0,0.776530703,0.843602005,11.39709687,0.000495142,-1.009163288,0.398751973,13.31845762,-3.782037875,-3.159323866,-5.843040701,-5.921445786,-6.182767677
184,2.61E-103,4.97E-56,8.53E-70,1.34E-51,28.2029448,0.2,0.000254433,-8063.096194,0,4.44E-16,0,0.776483181,0.840751725,11.39709687,0.00049506,-1.009164408,0.398751973,13.31844838,-3.782037875,-3.159344265,-5.843259076,-5.921603045,-6.183523455
185,1.00E-103,1.34E-57,3.05E-70,1.33E-51,28.20262492,0.2,0.000254433,-8072.76127,0,4.44E-16,0,0.7757691,0.840705486,11.39709687,0.000495037,-1.009197388,0.398745471,13.31844838,-3.782038726,-3.15935979,-5.843259076,-5.922149295,-6.186738831
